"sg_uf";"cd_municipio";"nm_municipio";"nr_zona";"nr_secao";"qt_votos_presidente";"qt_votos_pre_22";"qt_votos_pre_13";"qt_votos_pre_outros";"qt_votos_governador";"url_tse"
"MA";"9210";"SÃO LUÍS";"3";"288";"412";"182";"189";"41";"378";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=288/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"100";"282";"79";"181";"22";"280";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=100/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"2";"43";"330";"114";"188";"28";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=2;se=43/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"245";"328";"133";"142";"53";"322";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=245/dados-de-urna/boletim-de-urna"
"MA";"8630";"PENALVA";"45";"76";"230";"44";"174";"12";"229";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8630;zn=45;se=76/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"1";"319";"368";"113";"214";"41";"311";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=1;se=319/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"105";"299";"68";"205";"26";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=105/dados-de-urna/boletim-de-urna"
"MA";"7633";"CODÓ";"7";"368";"225";"43";"162";"20";"224";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7633;zn=7;se=368/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"605";"376";"160";"164";"52";"375";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=605/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"652";"323";"113";"174";"36";"308";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=652/dados-de-urna/boletim-de-urna"
"MA";"9199";"SÃO JOÃO DOS PATOS";"53";"147";"169";"44";"108";"17";"167";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9199;zn=53;se=147/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"1";"562";"377";"87";"257";"33";"361";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=1;se=562/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"104";"294";"87";"182";"25";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=104/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"351";"344";"128";"163";"53";"337";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=351/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"448";"381";"184";"149";"48";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=448/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"434";"327";"108";"170";"49";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=434/dados-de-urna/boletim-de-urna"
"MA";"7315";"BARRA DO CORDA";"23";"266";"192";"80";"96";"16";"191";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7315;zn=23;se=266/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"70";"337";"114";"178";"45";"331";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=70/dados-de-urna/boletim-de-urna"
"MA";"7340";"BURITICUPU";"95";"268";"157";"60";"87";"10";"155";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7340;zn=95;se=268/dados-de-urna/boletim-de-urna"
"MA";"7773";"ESPERANTINÓPOLIS";"61";"159";"204";"56";"128";"20";"201";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7773;zn=61;se=159/dados-de-urna/boletim-de-urna"
"MA";"8613";"PEDREIRAS";"9";"1";"225";"76";"130";"19";"224";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8613;zn=9;se=1/dados-de-urna/boletim-de-urna"
"MA";"7579";"CAXIAS";"4";"67";"360";"104";"223";"33";"277";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7579;zn=4;se=67/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"60";"359";"127";"182";"50";"356";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=60/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"2";"386";"255";"77";"136";"42";"254";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=2;se=386/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"130";"303";"110";"162";"31";"298";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=130/dados-de-urna/boletim-de-urna"
"MA";"8400";"SÃO PEDRO DOS CRENTES";"82";"84";"236";"147";"73";"16";"235";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8400;zn=82;se=84/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"65";"511";"426";"218";"174";"34";"338";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=65;se=511/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"233";"341";"125";"185";"31";"334";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=233/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"86";"308";"112";"150";"46";"306";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=86/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"570";"36";"1";"33";"2";"34";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=570/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"629";"312";"131";"140";"41";"289";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=629/dados-de-urna/boletim-de-urna"
"MA";"7978";"HUMBERTO DE CAMPOS";"32";"39";"205";"40";"147";"18";"204";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7978;zn=32;se=39/dados-de-urna/boletim-de-urna"
"MA";"9512";"VITÓRIA DO MEARIM";"41";"157";"234";"67";"156";"11";"233";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9512;zn=41;se=157/dados-de-urna/boletim-de-urna"
"MA";"9253";"SÃO RAIMUNDO DAS MANGABEIRAS";"34";"36";"251";"80";"156";"15";"250";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9253;zn=34;se=36/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"128";"314";"108";"174";"32";"304";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=128/dados-de-urna/boletim-de-urna"
"MA";"7331";"BARREIRINHAS";"56";"84";"144";"66";"67";"11";"143";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7331;zn=56;se=84/dados-de-urna/boletim-de-urna"
"MA";"8770";"PORTO FRANCO";"46";"158";"22";"9";"12";"1";"19";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8770;zn=46;se=158/dados-de-urna/boletim-de-urna"
"MA";"8478";"OLHO D ÁGUA DAS CUNHÃS";"87";"37";"140";"43";"89";"8";"138";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8478;zn=87;se=37/dados-de-urna/boletim-de-urna"
"MA";"7234";"BACABAL";"13";"54";"261";"122";"112";"27";"257";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7234;zn=13;se=54/dados-de-urna/boletim-de-urna"
"MA";"7838";"GODOFREDO VIANA";"64";"175";"216";"69";"133";"14";"215";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7838;zn=64;se=175/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"129";"309";"93";"178";"38";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=129/dados-de-urna/boletim-de-urna"
"MA";"7234";"BACABAL";"13";"426";"169";"10";"152";"7";"168";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7234;zn=13;se=426/dados-de-urna/boletim-de-urna"
"MA";"7056";"ALDEIAS ALTAS";"5";"72";"192";"33";"142";"17";"191";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7056;zn=5;se=72/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"530";"311";"112";"161";"38";"299";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=530/dados-de-urna/boletim-de-urna"
"MA";"7641";"GOVERNADOR NEWTON BELLO";"96";"229";"255";"50";"193";"12";"254";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7641;zn=96;se=229/dados-de-urna/boletim-de-urna"
"MA";"7412";"BURITI";"25";"42";"263";"49";"188";"26";"262";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7412;zn=25;se=42/dados-de-urna/boletim-de-urna"
"MA";"9679";"ARAME";"104";"87";"265";"92";"150";"23";"264";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9679;zn=104;se=87/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"65";"518";"400";"201";"162";"37";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=65;se=518/dados-de-urna/boletim-de-urna"
"MA";"7579";"CAXIAS";"4";"317";"260";"29";"209";"22";"246";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7579;zn=4;se=317/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"99";"288";"80";"184";"24";"285";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=99/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"291";"385";"163";"176";"46";"344";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=291/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"215";"339";"135";"157";"47";"335";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=215/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"65";"513";"425";"218";"163";"44";"353";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=65;se=513/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"101";"300";"83";"184";"33";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=101/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"132";"307";"102";"167";"38";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=132/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"69";"265";"89";"142";"34";"253";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=69/dados-de-urna/boletim-de-urna"
"MA";"8575";"PASSAGEM FRANCA";"44";"50";"230";"47";"155";"28";"229";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8575;zn=44;se=50/dados-de-urna/boletim-de-urna"
"MA";"7056";"ALDEIAS ALTAS";"5";"153";"231";"18";"191";"22";"230";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7056;zn=5;se=153/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"310";"329";"127";"163";"39";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=310/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"501";"310";"100";"174";"36";"291";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=501/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"542";"297";"111";"140";"46";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=542/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"611";"323";"134";"150";"39";"305";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=611/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"586";"298";"118";"143";"37";"296";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=586/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"290";"430";"199";"183";"48";"394";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=290/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"610";"322";"127";"138";"57";"319";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=610/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"322";"345";"144";"151";"50";"335";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=322/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"1";"299";"374";"119";"216";"39";"316";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=1;se=299/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"103";"333";"128";"162";"43";"325";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=103/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"844";"81";"1";"72";"8";"80";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=844/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"285";"414";"183";"181";"50";"383";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=285/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"287";"402";"169";"174";"59";"372";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=287/dados-de-urna/boletim-de-urna"
"MA";"9539";"VITORINO FREIRE";"49";"19";"271";"108";"150";"13";"270";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9539;zn=49;se=19/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"221";"343";"141";"160";"42";"338";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=221/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"357";"312";"132";"144";"36";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=357/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"405";"300";"78";"185";"37";"287";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=405/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"769";"289";"77";"185";"27";"284";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=769/dados-de-urna/boletim-de-urna"
"MA";"9636";"ESTREITO";"82";"7";"262";"116";"122";"24";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9636;zn=82;se=7/dados-de-urna/boletim-de-urna"
"MA";"8893";"SÃO JOSÉ DE RIBAMAR";"47";"34";"295";"73";"183";"39";"257";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8893;zn=47;se=34/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"102";"287";"69";"183";"35";"282";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=102/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"67";"339";"126";"179";"34";"334";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=67/dados-de-urna/boletim-de-urna"
"MA";"7447";"CENTRO DO GUILHERME";"101";"130";"247";"42";"194";"11";"246";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7447;zn=101;se=130/dados-de-urna/boletim-de-urna"
"MA";"7331";"BARREIRINHAS";"56";"3";"231";"64";"141";"26";"229";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7331;zn=56;se=3/dados-de-urna/boletim-de-urna"
"MA";"7633";"CODÓ";"7";"41";"260";"77";"143";"40";"259";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7633;zn=7;se=41/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"261";"321";"154";"123";"44";"303";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=261/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"3";"560";"381";"163";"176";"42";"353";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=3;se=560/dados-de-urna/boletim-de-urna"
"MA";"7668";"GOVERNADOR NUNES FREIRE";"101";"43";"167";"48";"109";"10";"166";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7668;zn=101;se=43/dados-de-urna/boletim-de-urna"
"MA";"8567";"TRIZIDELA DO VALE";"9";"195";"244";"104";"115";"25";"243";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8567;zn=9;se=195/dados-de-urna/boletim-de-urna"
"MA";"8486";"SENADOR ALEXANDRE COSTA";"6";"164";"213";"36";"165";"12";"212";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8486;zn=6;se=164/dados-de-urna/boletim-de-urna"
"MA";"7781";"JUNCO DO MARANHÃO";"100";"8";"204";"35";"161";"8";"203";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7781;zn=100;se=8/dados-de-urna/boletim-de-urna"
"MA";"8710";"PIO XII";"87";"82";"195";"51";"133";"11";"194";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8710;zn=87;se=82/dados-de-urna/boletim-de-urna"
"MA";"9490";"VIANA";"20";"25";"221";"76";"125";"20";"220";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9490;zn=20;se=25/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"98";"294";"78";"187";"29";"290";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=98/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"10";"611";"281";"103";"148";"30";"280";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=10;se=611/dados-de-urna/boletim-de-urna"
"MA";"8397";"MONTES ALTOS";"103";"19";"295";"115";"161";"19";"294";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8397;zn=103;se=19/dados-de-urna/boletim-de-urna"
"MA";"8095";"JOÃO LISBOA";"58";"22";"265";"103";"132";"30";"263";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8095;zn=58;se=22/dados-de-urna/boletim-de-urna"
"MA";"7277";"BALSAS";"22";"184";"308";"107";"171";"30";"307";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7277;zn=22;se=184/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"107";"296";"83";"185";"28";"293";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=107/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"65";"515";"415";"225";"148";"42";"338";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=65;se=515/dados-de-urna/boletim-de-urna"
"MA";"9598";"PAULO RAMOS";"102";"10";"208";"75";"116";"17";"207";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9598;zn=102;se=10/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"33";"9";"247";"149";"80";"18";"245";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=33;se=9/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"599";"325";"152";"128";"45";"310";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=599/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"1";"316";"368";"106";"223";"39";"320";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=1;se=316/dados-de-urna/boletim-de-urna"
"MA";"9717";"ZÉ DOCA";"96";"119";"288";"56";"213";"19";"285";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9717;zn=96;se=119/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"89";"61";"335";"133";"164";"38";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=89;se=61/dados-de-urna/boletim-de-urna"
"MA";"7676";"COLINAS";"29";"46";"321";"52";"248";"21";"320";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7676;zn=29;se=46/dados-de-urna/boletim-de-urna"
"MA";"9210";"SÃO LUÍS";"76";"359";"307";"136";"133";"38";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9210;zn=76;se=359/dados-de-urna/boletim-de-urna"
"MA";"9091";"SÃO BERNARDO";"51";"39";"225";"61";"146";"18";"218";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9091;zn=51;se=39/dados-de-urna/boletim-de-urna"
"MA";"9377";"TIMON";"19";"192";"306";"115";"154";"37";"294";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9377;zn=19;se=192/dados-de-urna/boletim-de-urna"
"MA";"8036";"IMPERATRIZ";"33";"60";"363";"180";"150";"33";"282";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=8036;zn=33;se=60/dados-de-urna/boletim-de-urna"
"MA";"7692";"COROATÁ";"8";"14";"202";"60";"127";"15";"201";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7692;zn=8;se=14/dados-de-urna/boletim-de-urna"
"MA";"7277";"BALSAS";"22";"236";"276";"139";"120";"17";"275";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=7277;zn=22;se=236/dados-de-urna/boletim-de-urna"
"MA";"9199";"SÃO JOÃO DOS PATOS";"53";"61";"313";"76";"217";"20";"312";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=MA;ufbu=MA;mubu=9199;zn=53;se=61/dados-de-urna/boletim-de-urna"
